,record_id,month,day,year,plot_id,species_id,sex,hindfoot_length,weight,species_id,genus,species,taxa
10917,10918,10,13,1985,8,OT,F,21.0,26.0,OT,Onychomys,torridus,Rodent
10918,10919,10,13,1985,1,DS,F,51.0,145.0,DS,Dipodomys,spectabilis,Rodent
10919,10920,10,13,1985,2,DM,F,37.0,40.0,DM,Dipodomys,merriami,Rodent
10920,10921,10,13,1985,8,DM,M,36.0,48.0,DM,Dipodomys,merriami,Rodent
10921,10922,10,13,1985,1,DS,F,51.0,138.0,DS,Dipodomys,spectabilis,Rodent
10922,10923,10,13,1985,2,NL,F,31.0,136.0,NL,Neotoma,albigula,Rodent
10923,10924,10,13,1985,5,DO,M,36.0,51.0,DO,Dipodomys,ordii,Rodent
10924,10925,10,13,1985,11,DM,M,38.0,50.0,DM,Dipodomys,merriami,Rodent
10925,10926,10,13,1985,7,PE,F,19.0,25.0,PE,Peromyscus,eremicus,Rodent
10926,10927,10,13,1985,4,OL,M,20.0,37.0,OL,Onychomys,leucogaster,Rodent
10927,10928,10,13,1985,8,DS,F,49.0,125.0,DS,Dipodomys,spectabilis,Rodent
10928,10929,10,13,1985,8,DM,F,39.0,44.0,DM,Dipodomys,merriami,Rodent
10929,10930,10,13,1985,11,DM,F,37.0,42.0,DM,Dipodomys,merriami,Rodent
10930,10931,10,13,1985,4,OT,M,19.0,30.0,OT,Onychomys,torridus,Rodent
10931,10932,10,13,1985,1,DS,M,52.0,152.0,DS,Dipodomys,spectabilis,Rodent
10932,10933,10,13,1985,5,OL,F,20.0,26.0,OL,Onychomys,leucogaster,Rodent
10933,10934,10,13,1985,13,DM,M,36.0,45.0,DM,Dipodomys,merriami,Rodent
10934,10935,10,13,1985,8,SS,,,,SS,Spermophilus,spilosoma,Rodent
10935,10936,10,13,1985,3,OL,F,19.0,28.0,OL,Onychomys,leucogaster,Rodent
10936,10937,10,13,1985,13,DM,F,36.0,44.0,DM,Dipodomys,merriami,Rodent
10937,10938,10,13,1985,9,DM,F,35.0,40.0,DM,Dipodomys,merriami,Rodent
10938,10939,10,13,1985,13,DS,M,49.0,128.0,DS,Dipodomys,spectabilis,Rodent
10939,10940,10,13,1985,11,DO,M,,,DO,Dipodomys,ordii,Rodent
10940,10941,10,13,1985,8,OL,M,22.0,35.0,OL,Onychomys,leucogaster,Rodent
10941,10942,10,13,1985,13,DM,M,37.0,45.0,DM,Dipodomys,merriami,Rodent
10942,10943,10,13,1985,1,DM,M,38.0,47.0,DM,Dipodomys,merriami,Rodent
10943,10944,10,13,1985,8,DM,F,39.0,41.0,DM,Dipodomys,merriami,Rodent
10944,10945,10,13,1985,2,OL,M,21.0,35.0,OL,Onychomys,leucogaster,Rodent
10945,10946,10,13,1985,2,OT,M,21.0,28.0,OT,Onychomys,torridus,Rodent
10946,10947,10,13,1985,4,DS,F,51.0,123.0,DS,Dipodomys,spectabilis,Rodent
10947,10948,10,13,1985,8,DM,M,38.0,51.0,DM,Dipodomys,merriami,Rodent
10948,10949,10,13,1985,2,NL,F,33.0,148.0,NL,Neotoma,albigula,Rodent
10949,10950,10,13,1985,8,DM,F,38.0,42.0,DM,Dipodomys,merriami,Rodent
10950,10951,10,13,1985,2,DO,F,38.0,52.0,DO,Dipodomys,ordii,Rodent
10951,10952,10,13,1985,3,DM,M,35.0,32.0,DM,Dipodomys,merriami,Rodent
10952,10953,10,13,1985,2,OT,F,19.0,20.0,OT,Onychomys,torridus,Rodent
10953,10954,10,13,1985,4,DM,M,38.0,41.0,DM,Dipodomys,merriami,Rodent
10954,10955,10,13,1985,5,OL,M,20.0,35.0,OL,Onychomys,leucogaster,Rodent
10955,10956,10,13,1985,2,OT,F,21.0,26.0,OT,Onychomys,torridus,Rodent
10956,10957,10,13,1985,11,DM,F,35.0,42.0,DM,Dipodomys,merriami,Rodent
10957,10958,10,13,1985,7,PE,M,20.0,21.0,PE,Peromyscus,eremicus,Rodent
10958,10959,11,16,1985,24,PE,M,20.0,19.0,PE,Peromyscus,eremicus,Rodent
10959,10960,11,16,1985,12,DS,M,45.0,122.0,DS,Dipodomys,spectabilis,Rodent
10960,10961,11,16,1985,14,DM,M,38.0,52.0,DM,Dipodomys,merriami,Rodent
10961,10962,11,16,1985,12,NL,M,32.0,192.0,NL,Neotoma,albigula,Rodent
10962,10963,11,16,1985,12,AB,,,,AB,Amphispiza,bilineata,Bird
10963,10964,11,16,1985,14,OT,M,20.0,17.0,OT,Onychomys,torridus,Rodent
10964,10965,11,16,1985,20,PE,M,20.0,19.0,PE,Peromyscus,eremicus,Rodent
10965,10966,11,16,1985,17,DM,M,40.0,48.0,DM,Dipodomys,merriami,Rodent
10966,10967,11,16,1985,21,RM,M,16.0,9.0,RM,Reithrodontomys,megalotis,Rodent
10967,10968,11,16,1985,12,DO,M,36.0,46.0,DO,Dipodomys,ordii,Rodent
10968,10969,11,16,1985,21,DM,M,38.0,41.0,DM,Dipodomys,merriami,Rodent
10969,10970,11,16,1985,12,AB,,,,AB,Amphispiza,bilineata,Bird
10970,10971,11,16,1985,17,DM,F,37.0,38.0,DM,Dipodomys,merriami,Rodent
10971,10972,11,16,1985,12,DM,F,38.0,43.0,DM,Dipodomys,merriami,Rodent
10972,10973,11,16,1985,6,DO,M,36.0,,DO,Dipodomys,ordii,Rodent
10973,10974,11,16,1985,12,DM,F,37.0,36.0,DM,Dipodomys,merriami,Rodent
10974,10975,11,16,1985,24,AB,,,,AB,Amphispiza,bilineata,Bird
10975,10976,11,16,1985,22,OL,M,20.0,30.0,OL,Onychomys,leucogaster,Rodent
10976,10977,11,16,1985,20,DM,M,38.0,43.0,DM,Dipodomys,merriami,Rodent
10977,10978,11,16,1985,17,DM,F,36.0,39.0,DM,Dipodomys,merriami,Rodent
10978,10979,11,16,1985,21,SS,,,,SS,Spermophilus,spilosoma,Rodent
10979,10980,11,16,1985,23,DM,,,,DM,Dipodomys,merriami,Rodent
10980,10981,11,16,1985,18,RM,F,16.0,14.0,RM,Reithrodontomys,megalotis,Rodent
10981,10982,11,16,1985,12,OT,F,20.0,25.0,OT,Onychomys,torridus,Rodent
10982,10983,11,16,1985,12,DM,M,38.0,46.0,DM,Dipodomys,merriami,Rodent
10983,10984,11,16,1985,18,DM,M,39.0,46.0,DM,Dipodomys,merriami,Rodent
10984,10985,11,16,1985,22,DM,F,38.0,39.0,DM,Dipodomys,merriami,Rodent
10985,10986,11,16,1985,24,DM,F,35.0,39.0,DM,Dipodomys,merriami,Rodent
10986,10987,11,16,1985,12,DM,,,,DM,Dipodomys,merriami,Rodent
10987,10988,11,16,1985,17,DO,M,,,DO,Dipodomys,ordii,Rodent
10988,10989,11,16,1985,24,DM,M,35.0,48.0,DM,Dipodomys,merriami,Rodent
10989,10990,11,16,1985,23,OT,F,20.0,21.0,OT,Onychomys,torridus,Rodent
10990,10991,11,16,1985,14,DM,F,37.0,37.0,DM,Dipodomys,merriami,Rodent
10991,10992,11,16,1985,17,DO,M,37.0,50.0,DO,Dipodomys,ordii,Rodent
10992,10993,11,16,1985,14,NL,F,33.0,129.0,NL,Neotoma,albigula,Rodent
10993,10994,11,16,1985,18,DM,F,37.0,39.0,DM,Dipodomys,merriami,Rodent
10994,10995,11,16,1985,21,DM,F,38.0,42.0,DM,Dipodomys,merriami,Rodent
10995,10996,11,16,1985,6,DO,M,36.0,51.0,DO,Dipodomys,ordii,Rodent
10996,10997,11,16,1985,12,DM,F,36.0,38.0,DM,Dipodomys,merriami,Rodent
10997,10998,11,16,1985,14,DM,M,38.0,52.0,DM,Dipodomys,merriami,Rodent
10998,10999,11,16,1985,22,DS,F,51.0,118.0,DS,Dipodomys,spectabilis,Rodent
10999,11000,11,16,1985,12,DM,F,35.0,40.0,DM,Dipodomys,merriami,Rodent
11000,11001,11,16,1985,6,DO,M,35.0,50.0,DO,Dipodomys,ordii,Rodent
11001,11002,11,16,1985,22,DM,F,38.0,38.0,DM,Dipodomys,merriami,Rodent
11002,11003,11,16,1985,24,DM,M,37.0,41.0,DM,Dipodomys,merriami,Rodent
11003,11004,11,16,1985,14,DM,M,35.0,40.0,DM,Dipodomys,merriami,Rodent
11004,11005,11,16,1985,21,PH,M,25.0,34.0,PH,Perognathus,hispidus,Rodent
11005,11006,11,16,1985,12,SS,,,,SS,Spermophilus,spilosoma,Rodent
11006,11007,11,16,1985,17,NL,F,32.0,168.0,NL,Neotoma,albigula,Rodent
11007,11008,11,16,1985,6,DO,F,35.0,50.0,DO,Dipodomys,ordii,Rodent
11008,11009,11,16,1985,14,OT,M,18.0,16.0,OT,Onychomys,torridus,Rodent
11009,11010,11,16,1985,16,,,,,,,,
11010,11011,11,16,1985,19,,,,,,,,
11011,11012,11,17,1985,1,DM,F,37.0,43.0,DM,Dipodomys,merriami,Rodent
11012,11013,11,17,1985,2,DM,M,38.0,43.0,DM,Dipodomys,merriami,Rodent
11013,11014,11,17,1985,3,NL,F,30.0,146.0,NL,Neotoma,albigula,Rodent
11014,11015,11,17,1985,2,DM,M,34.0,46.0,DM,Dipodomys,merriami,Rodent
11015,11016,11,17,1985,3,PP,F,21.0,12.0,PP,Chaetodipus,penicillatus,Rodent
11016,11017,11,17,1985,9,DM,M,34.0,37.0,DM,Dipodomys,merriami,Rodent
11017,11018,11,17,1985,5,DM,F,37.0,43.0,DM,Dipodomys,merriami,Rodent
11018,11019,11,17,1985,4,DM,M,38.0,41.0,DM,Dipodomys,merriami,Rodent
11019,11020,11,17,1985,11,PE,M,19.0,19.0,PE,Peromyscus,eremicus,Rodent
11020,11021,11,17,1985,8,DM,M,36.0,37.0,DM,Dipodomys,merriami,Rodent
11021,11022,11,17,1985,13,OL,M,21.0,34.0,OL,Onychomys,leucogaster,Rodent
11022,11023,11,17,1985,5,DM,M,37.0,44.0,DM,Dipodomys,merriami,Rodent
11023,11024,11,17,1985,11,PE,F,20.0,20.0,PE,Peromyscus,eremicus,Rodent
11024,11025,11,17,1985,11,DM,,,,DM,Dipodomys,merriami,Rodent
11025,11026,11,17,1985,5,DM,M,38.0,53.0,DM,Dipodomys,merriami,Rodent
11026,11027,11,17,1985,8,DO,M,35.0,46.0,DO,Dipodomys,ordii,Rodent
11027,11028,11,17,1985,11,OT,M,20.0,25.0,OT,Onychomys,torridus,Rodent
11028,11029,11,17,1985,4,DO,M,35.0,48.0,DO,Dipodomys,ordii,Rodent
11029,11030,11,17,1985,1,DM,M,35.0,41.0,DM,Dipodomys,merriami,Rodent
11030,11031,11,17,1985,11,DO,M,35.0,53.0,DO,Dipodomys,ordii,Rodent
11031,11032,11,17,1985,8,DS,M,55.0,142.0,DS,Dipodomys,spectabilis,Rodent
11032,11033,11,17,1985,13,DM,M,37.0,42.0,DM,Dipodomys,merriami,Rodent
11033,11034,11,17,1985,13,OT,F,19.0,22.0,OT,Onychomys,torridus,Rodent
11034,11035,11,17,1985,9,DM,M,38.0,47.0,DM,Dipodomys,merriami,Rodent
11035,11036,11,17,1985,11,DO,F,28.0,51.0,DO,Dipodomys,ordii,Rodent
11036,11037,11,17,1985,11,DS,F,49.0,108.0,DS,Dipodomys,spectabilis,Rodent
11037,11038,11,17,1985,9,DS,F,50.0,132.0,DS,Dipodomys,spectabilis,Rodent
11038,11039,11,17,1985,5,DO,M,37.0,54.0,DO,Dipodomys,ordii,Rodent
11039,11040,11,17,1985,15,AH,,,,AH,Ammospermophilus,harrisi,Rodent
11040,11041,11,17,1985,9,DM,M,35.0,43.0,DM,Dipodomys,merriami,Rodent
11041,11042,11,17,1985,3,RM,F,17.0,10.0,RM,Reithrodontomys,megalotis,Rodent
11042,11043,11,17,1985,9,DM,M,35.0,42.0,DM,Dipodomys,merriami,Rodent
11043,11044,11,17,1985,13,DS,M,50.0,132.0,DS,Dipodomys,spectabilis,Rodent
11044,11045,11,17,1985,11,DM,M,37.0,41.0,DM,Dipodomys,merriami,Rodent
11045,11046,11,17,1985,11,DM,M,38.0,43.0,DM,Dipodomys,merriami,Rodent
11046,11047,11,17,1985,9,DM,M,38.0,42.0,DM,Dipodomys,merriami,Rodent
11047,11048,11,17,1985,4,DS,F,49.0,120.0,DS,Dipodomys,spectabilis,Rodent
11048,11049,11,17,1985,5,OL,F,21.0,30.0,OL,Onychomys,leucogaster,Rodent
11049,11050,11,17,1985,13,DM,M,36.0,43.0,DM,Dipodomys,merriami,Rodent
11050,11051,11,17,1985,1,DM,M,36.0,40.0,DM,Dipodomys,merriami,Rodent
11051,11052,11,17,1985,11,DM,M,38.0,46.0,DM,Dipodomys,merriami,Rodent
11052,11053,11,17,1985,5,DM,F,34.0,39.0,DM,Dipodomys,merriami,Rodent
11053,11054,11,17,1985,8,DS,F,50.0,126.0,DS,Dipodomys,spectabilis,Rodent
11054,11055,11,17,1985,5,DM,F,37.0,43.0,DM,Dipodomys,merriami,Rodent
11055,11056,11,17,1985,10,RM,F,18.0,11.0,RM,Reithrodontomys,megalotis,Rodent
11056,11057,11,17,1985,5,DO,M,37.0,59.0,DO,Dipodomys,ordii,Rodent
11057,11058,11,17,1985,8,DM,M,37.0,43.0,DM,Dipodomys,merriami,Rodent
11058,11059,11,17,1985,7,PE,M,19.0,19.0,PE,Peromyscus,eremicus,Rodent
11059,11060,11,17,1985,11,RM,F,16.0,9.0,RM,Reithrodontomys,megalotis,Rodent
11060,11061,11,17,1985,1,DM,F,38.0,44.0,DM,Dipodomys,merriami,Rodent
11061,11062,11,17,1985,8,DM,F,38.0,41.0,DM,Dipodomys,merriami,Rodent
11062,11063,11,17,1985,2,DM,F,37.0,46.0,DM,Dipodomys,merriami,Rodent
11063,11064,11,17,1985,11,DO,M,35.0,45.0,DO,Dipodomys,ordii,Rodent
11064,11065,11,17,1985,3,RM,F,16.0,11.0,RM,Reithrodontomys,megalotis,Rodent
11065,11066,11,17,1985,4,OL,M,19.0,30.0,OL,Onychomys,leucogaster,Rodent
11066,11067,11,17,1985,9,DM,F,37.0,41.0,DM,Dipodomys,merriami,Rodent
11067,11068,11,17,1985,5,DO,M,35.0,50.0,DO,Dipodomys,ordii,Rodent
11068,11069,11,17,1985,11,DM,F,37.0,,DM,Dipodomys,merriami,Rodent
11069,11070,11,17,1985,4,DS,M,49.0,130.0,DS,Dipodomys,spectabilis,Rodent
11070,11071,11,17,1985,11,DM,F,36.0,40.0,DM,Dipodomys,merriami,Rodent
11071,11072,11,17,1985,7,PE,M,19.0,17.0,PE,Peromyscus,eremicus,Rodent
11072,11073,11,17,1985,1,DS,M,52.0,125.0,DS,Dipodomys,spectabilis,Rodent
11073,11074,11,17,1985,2,DM,M,37.0,46.0,DM,Dipodomys,merriami,Rodent
11074,11075,11,17,1985,3,OL,F,21.0,29.0,OL,Onychomys,leucogaster,Rodent
11075,11076,11,17,1985,1,DM,M,37.0,47.0,DM,Dipodomys,merriami,Rodent
11076,11077,11,17,1985,15,RM,M,17.0,8.0,RM,Reithrodontomys,megalotis,Rodent
11077,11078,11,17,1985,3,OL,M,22.0,32.0,OL,Onychomys,leucogaster,Rodent
11078,11079,11,17,1985,11,OT,F,21.0,21.0,OT,Onychomys,torridus,Rodent
11079,11080,11,17,1985,4,DS,F,,120.0,DS,Dipodomys,spectabilis,Rodent
11080,11081,11,17,1985,1,OT,F,20.0,21.0,OT,Onychomys,torridus,Rodent
11081,11082,11,17,1985,8,DM,F,37.0,40.0,DM,Dipodomys,merriami,Rodent
11082,11083,11,17,1985,2,PE,M,21.0,20.0,PE,Peromyscus,eremicus,Rodent
11083,11084,11,17,1985,2,PE,F,19.0,22.0,PE,Peromyscus,eremicus,Rodent
11084,11085,11,17,1985,11,DM,F,33.0,38.0,DM,Dipodomys,merriami,Rodent
11085,11086,11,17,1985,4,DM,M,38.0,38.0,DM,Dipodomys,merriami,Rodent
11086,11087,11,17,1985,5,DO,M,36.0,,DO,Dipodomys,ordii,Rodent
11087,11088,11,17,1985,5,DO,F,37.0,55.0,DO,Dipodomys,ordii,Rodent
11088,11089,11,17,1985,13,DM,M,37.0,44.0,DM,Dipodomys,merriami,Rodent
11089,11090,11,17,1985,11,PE,F,19.0,20.0,PE,Peromyscus,eremicus,Rodent
11090,11091,11,17,1985,2,OL,M,20.0,37.0,OL,Onychomys,leucogaster,Rodent
11091,11092,11,17,1985,2,DM,F,36.0,39.0,DM,Dipodomys,merriami,Rodent
11092,11093,12,7,1985,12,DS,M,,126.0,DS,Dipodomys,spectabilis,Rodent
11093,11094,12,7,1985,24,DM,M,35.0,48.0,DM,Dipodomys,merriami,Rodent
11094,11095,12,7,1985,12,AB,,,,AB,Amphispiza,bilineata,Bird
11095,11096,12,7,1985,24,PE,M,19.0,19.0,PE,Peromyscus,eremicus,Rodent
11096,11097,12,7,1985,18,DM,F,35.0,36.0,DM,Dipodomys,merriami,Rodent
11097,11098,12,7,1985,17,DM,M,37.0,37.0,DM,Dipodomys,merriami,Rodent
11098,11099,12,7,1985,14,DM,M,33.0,47.0,DM,Dipodomys,merriami,Rodent
11099,11100,12,7,1985,21,DM,F,36.0,42.0,DM,Dipodomys,merriami,Rodent
11100,11101,12,7,1985,14,AH,,,,AH,Ammospermophilus,harrisi,Rodent
11101,11102,12,7,1985,21,OL,M,20.0,30.0,OL,Onychomys,leucogaster,Rodent
11102,11103,12,7,1985,21,DM,F,35.0,40.0,DM,Dipodomys,merriami,Rodent
11103,11104,12,7,1985,21,DM,M,35.0,46.0,DM,Dipodomys,merriami,Rodent
11104,11105,12,7,1985,21,RM,F,16.0,10.0,RM,Reithrodontomys,megalotis,Rodent
11105,11106,12,7,1985,19,RM,F,16.0,13.0,RM,Reithrodontomys,megalotis,Rodent
11106,11107,12,7,1985,12,OT,M,22.0,23.0,OT,Onychomys,torridus,Rodent
11107,11108,12,7,1985,24,DM,F,37.0,39.0,DM,Dipodomys,merriami,Rodent
11108,11109,12,7,1985,20,DM,M,38.0,45.0,DM,Dipodomys,merriami,Rodent
11109,11110,12,7,1985,17,DM,M,38.0,46.0,DM,Dipodomys,merriami,Rodent
11110,11111,12,7,1985,14,DM,F,36.0,38.0,DM,Dipodomys,merriami,Rodent
11111,11112,12,7,1985,21,RM,F,16.0,7.0,RM,Reithrodontomys,megalotis,Rodent
11112,11113,12,7,1985,6,DO,M,,,DO,Dipodomys,ordii,Rodent
11113,11114,12,7,1985,18,OT,M,22.0,23.0,OT,Onychomys,torridus,Rodent
11114,11115,12,7,1985,21,PE,M,20.0,19.0,PE,Peromyscus,eremicus,Rodent
11115,11116,12,7,1985,23,OT,F,21.0,19.0,OT,Onychomys,torridus,Rodent
11116,11117,12,7,1985,18,DM,M,37.0,48.0,DM,Dipodomys,merriami,Rodent
11117,11118,12,7,1985,6,DO,M,38.0,,DO,Dipodomys,ordii,Rodent
11118,11119,12,7,1985,12,DM,M,35.0,46.0,DM,Dipodomys,merriami,Rodent
11119,11120,12,7,1985,14,OT,F,20.0,26.0,OT,Onychomys,torridus,Rodent
11120,11121,12,7,1985,14,DM,F,34.0,39.0,DM,Dipodomys,merriami,Rodent
11121,11122,12,7,1985,17,DO,M,34.0,51.0,DO,Dipodomys,ordii,Rodent
11122,11123,12,7,1985,17,RM,F,16.0,9.0,RM,Reithrodontomys,megalotis,Rodent
11123,11124,12,7,1985,22,DM,M,37.0,45.0,DM,Dipodomys,merriami,Rodent
11124,11125,12,7,1985,14,OL,M,23.0,34.0,OL,Onychomys,leucogaster,Rodent
11125,11126,12,7,1985,24,DM,M,37.0,42.0,DM,Dipodomys,merriami,Rodent
11126,11127,12,7,1985,14,OT,M,21.0,18.0,OT,Onychomys,torridus,Rodent
11127,11128,12,7,1985,12,DM,F,36.0,38.0,DM,Dipodomys,merriami,Rodent
11128,11129,12,7,1985,14,DM,M,37.0,52.0,DM,Dipodomys,merriami,Rodent
11129,11130,12,7,1985,17,AB,,,,AB,Amphispiza,bilineata,Bird
11130,11131,12,7,1985,17,DO,M,35.0,51.0,DO,Dipodomys,ordii,Rodent
11131,11132,12,7,1985,22,DM,F,37.0,38.0,DM,Dipodomys,merriami,Rodent
11132,11133,12,7,1985,20,PE,F,20.0,13.0,PE,Peromyscus,eremicus,Rodent
11133,11134,12,7,1985,6,DO,M,36.0,53.0,DO,Dipodomys,ordii,Rodent
11134,11135,12,7,1985,17,NL,F,32.0,174.0,NL,Neotoma,albigula,Rodent
11135,11136,12,7,1985,23,OT,F,21.0,22.0,OT,Onychomys,torridus,Rodent
11136,11137,12,7,1985,16,RM,M,16.0,10.0,RM,Reithrodontomys,megalotis,Rodent
11137,11138,12,7,1985,16,RM,F,17.0,9.0,RM,Reithrodontomys,megalotis,Rodent
11138,11139,12,7,1985,14,OL,M,22.0,20.0,OL,Onychomys,leucogaster,Rodent
11139,11140,12,7,1985,22,DM,M,33.0,51.0,DM,Dipodomys,merriami,Rodent
11140,11141,12,7,1985,21,PH,M,26.0,34.0,PH,Perognathus,hispidus,Rodent
11141,11142,12,7,1985,24,RM,F,18.0,9.0,RM,Reithrodontomys,megalotis,Rodent
11142,11143,12,7,1985,12,DM,F,36.0,40.0,DM,Dipodomys,merriami,Rodent
11143,11144,12,7,1985,22,DM,F,37.0,43.0,DM,Dipodomys,merriami,Rodent
11144,11145,12,7,1985,24,RM,M,18.0,8.0,RM,Reithrodontomys,megalotis,Rodent
11145,11146,12,7,1985,12,OT,F,20.0,24.0,OT,Onychomys,torridus,Rodent
11146,11147,12,8,1985,1,DM,M,36.0,43.0,DM,Dipodomys,merriami,Rodent
11147,11148,12,8,1985,2,DM,M,37.0,44.0,DM,Dipodomys,merriami,Rodent
11148,11149,12,8,1985,5,OL,F,20.0,32.0,OL,Onychomys,leucogaster,Rodent
11149,11150,12,8,1985,2,DM,M,37.0,47.0,DM,Dipodomys,merriami,Rodent
11150,11151,12,8,1985,3,NL,F,30.0,150.0,NL,Neotoma,albigula,Rodent
11151,11152,12,8,1985,5,DM,M,37.0,51.0,DM,Dipodomys,merriami,Rodent
11152,11153,12,8,1985,5,DM,F,35.0,44.0,DM,Dipodomys,merriami,Rodent
11153,11154,12,8,1985,4,DS,F,49.0,126.0,DS,Dipodomys,spectabilis,Rodent
11154,11155,12,8,1985,9,DM,M,35.0,37.0,DM,Dipodomys,merriami,Rodent
11155,11156,12,8,1985,1,DM,F,36.0,44.0,DM,Dipodomys,merriami,Rodent
11156,11157,12,8,1985,2,AH,,,,AH,Ammospermophilus,harrisi,Rodent
11157,11158,12,8,1985,8,DM,M,35.0,37.0,DM,Dipodomys,merriami,Rodent
11158,11159,12,8,1985,7,RM,F,18.0,11.0,RM,Reithrodontomys,megalotis,Rodent
11159,11160,12,8,1985,9,OT,M,21.0,25.0,OT,Onychomys,torridus,Rodent
11160,11161,12,8,1985,2,DM,F,37.0,39.0,DM,Dipodomys,merriami,Rodent
11161,11162,12,8,1985,9,DM,M,38.0,42.0,DM,Dipodomys,merriami,Rodent
11162,11163,12,8,1985,8,DO,M,36.0,47.0,DO,Dipodomys,ordii,Rodent
11163,11164,12,8,1985,3,PE,F,20.0,26.0,PE,Peromyscus,eremicus,Rodent
11164,11165,12,8,1985,4,DO,M,35.0,54.0,DO,Dipodomys,ordii,Rodent
11165,11166,12,8,1985,9,DM,M,37.0,41.0,DM,Dipodomys,merriami,Rodent
11166,11167,12,8,1985,7,RM,F,15.0,9.0,RM,Reithrodontomys,megalotis,Rodent
11167,11168,12,8,1985,5,DM,F,34.0,42.0,DM,Dipodomys,merriami,Rodent
11168,11169,12,8,1985,8,DS,M,50.0,148.0,DS,Dipodomys,spectabilis,Rodent
11169,11170,12,8,1985,4,DM,M,38.0,45.0,DM,Dipodomys,merriami,Rodent
11170,11171,12,8,1985,11,DO,F,37.0,47.0,DO,Dipodomys,ordii,Rodent
11171,11172,12,8,1985,10,RM,F,16.0,10.0,RM,Reithrodontomys,megalotis,Rodent
11172,11173,12,8,1985,9,DM,M,36.0,40.0,DM,Dipodomys,merriami,Rodent
11173,11174,12,8,1985,3,NL,M,33.0,225.0,NL,Neotoma,albigula,Rodent
11174,11175,12,8,1985,11,DM,M,35.0,43.0,DM,Dipodomys,merriami,Rodent
11175,11176,12,8,1985,11,RM,M,17.0,9.0,RM,Reithrodontomys,megalotis,Rodent
11176,11177,12,8,1985,9,DS,F,51.0,130.0,DS,Dipodomys,spectabilis,Rodent
11177,11178,12,8,1985,1,DS,M,51.0,155.0,DS,Dipodomys,spectabilis,Rodent
11178,11179,12,8,1985,11,DO,M,35.0,,DO,Dipodomys,ordii,Rodent
11179,11180,12,8,1985,11,RM,F,17.0,6.0,RM,Reithrodontomys,megalotis,Rodent
11180,11181,12,8,1985,13,DS,M,52.0,153.0,DS,Dipodomys,spectabilis,Rodent
11181,11182,12,8,1985,5,DO,M,36.0,55.0,DO,Dipodomys,ordii,Rodent
11182,11183,12,8,1985,11,DM,M,38.0,42.0,DM,Dipodomys,merriami,Rodent
11183,11184,12,8,1985,13,DM,M,38.0,43.0,DM,Dipodomys,merriami,Rodent
11184,11185,12,8,1985,5,DM,F,39.0,40.0,DM,Dipodomys,merriami,Rodent
11185,11186,12,8,1985,2,DM,M,38.0,42.0,DM,Dipodomys,merriami,Rodent
11186,11187,12,8,1985,2,DM,M,36.0,48.0,DM,Dipodomys,merriami,Rodent
11187,11188,12,8,1985,5,DO,F,37.0,,DO,Dipodomys,ordii,Rodent
11188,11189,12,8,1985,8,DM,M,36.0,45.0,DM,Dipodomys,merriami,Rodent
11189,11190,12,8,1985,5,DO,M,35.0,50.0,DO,Dipodomys,ordii,Rodent
11190,11191,12,8,1985,9,DM,M,36.0,50.0,DM,Dipodomys,merriami,Rodent
11191,11192,12,8,1985,5,DO,F,37.0,48.0,DO,Dipodomys,ordii,Rodent
11192,11193,12,8,1985,11,PE,F,19.0,22.0,PE,Peromyscus,eremicus,Rodent
11193,11194,12,8,1985,11,DM,F,36.0,38.0,DM,Dipodomys,merriami,Rodent
11194,11195,12,8,1985,1,DM,M,35.0,39.0,DM,Dipodomys,merriami,Rodent
11195,11196,12,8,1985,13,OL,M,20.0,30.0,OL,Onychomys,leucogaster,Rodent
11196,11197,12,8,1985,2,DM,F,37.0,44.0,DM,Dipodomys,merriami,Rodent
11197,11198,12,8,1985,4,DS,M,45.0,129.0,DS,Dipodomys,spectabilis,Rodent
11198,11199,12,8,1985,8,DM,F,38.0,42.0,DM,Dipodomys,merriami,Rodent
11199,11200,12,8,1985,7,AB,,,,AB,Amphispiza,bilineata,Bird
11200,11201,12,8,1985,5,OL,M,21.0,29.0,OL,Onychomys,leucogaster,Rodent
11201,11202,12,8,1985,9,DM,F,35.0,39.0,DM,Dipodomys,merriami,Rodent
11202,11203,12,8,1985,7,PE,F,17.0,19.0,PE,Peromyscus,eremicus,Rodent
11203,11204,12,8,1985,3,PP,F,22.0,16.0,PP,Chaetodipus,penicillatus,Rodent
11204,11205,12,8,1985,5,DO,M,37.0,56.0,DO,Dipodomys,ordii,Rodent
11205,11206,12,8,1985,11,DM,F,38.0,38.0,DM,Dipodomys,merriami,Rodent
11206,11207,12,8,1985,2,PE,M,18.0,19.0,PE,Peromyscus,eremicus,Rodent
11207,11208,12,8,1985,8,DS,F,50.0,120.0,DS,Dipodomys,spectabilis,Rodent
11208,11209,12,8,1985,2,DO,F,37.0,52.0,DO,Dipodomys,ordii,Rodent
11209,11210,12,8,1985,2,DM,F,35.0,40.0,DM,Dipodomys,merriami,Rodent
11210,11211,12,8,1985,13,DM,M,37.0,45.0,DM,Dipodomys,merriami,Rodent
11211,11212,12,8,1985,4,DS,,,121.0,DS,Dipodomys,spectabilis,Rodent
11212,11213,12,8,1985,13,AH,,,,AH,Ammospermophilus,harrisi,Rodent
11213,11214,12,8,1985,1,DM,F,37.0,44.0,DM,Dipodomys,merriami,Rodent
11214,11215,12,8,1985,2,NL,F,32.0,160.0,NL,Neotoma,albigula,Rodent
